Price,Close,High,Low,Open,Volume
Ticker,005930.KS,005930.KS,005930.KS,005930.KS,005930.KS
Date,,,,,
2024-01-02,77916.609375,78112.37975031407,76546.2167478015,76546.2167478015,17142847
2024-01-03,75371.6015625,77133.53510551948,75371.6015625,76839.87951501623,21753644
2024-01-04,74980.0546875,75665.25100970952,74490.62874306462,74490.62874306462,15324439
2024-01-05,74980.0546875,75469.48063193538,74784.28430972584,75077.93987638707,11304316
2024-01-08,74882.171875,75861.02379493463,74784.28668300653,75371.59783496732,11088724
2024-01-09,73120.234375,76056.78997238955,72728.69362868139,75763.1344126506,26019249
2024-01-10,72043.5,73609.66304347826,71651.95923913043,73413.89266304347,20259529
2024-01-11,71651.9609375,72043.50170765027,71162.53497481217,71358.3053598873,57691266
2024-01-12,71554.0625,72532.91424418605,71260.40697674418,71456.17732558139,13038939
2024-01-15,72337.15625,72435.04144113667,71651.9599120433,71651.9599120433,2957915
2024-01-16,71064.6484375,72141.38553503787,70966.76324681473,71945.61515366736,14760415
2024-01-17,69498.484375,71749.84372799295,69498.484375,71554.07334947183,22683660
2024-01-18,70183.6796875,70477.33525104602,69204.82780901325,70085.79449965133,17853397
2024-01-19,73120.234375,73120.234375,71456.18620314592,71945.61213604418,23363427
2024-01-22,73511.7734375,74392.74009653795,73413.88825316245,74294.8549122004,19673375
2024-01-23,73609.6640625,74196.97521193484,72728.69733834775,74099.09002036238,14786224
2024-01-24,72435.0390625,73609.66131756757,71945.61312288852,73609.66131756757,12860661
2024-01-25,72532.921875,73218.1181680162,72141.38113613361,72630.80705971661,11737747
2024-01-26,71847.7265625,72924.46360907698,71749.84137644754,72141.38212065735,11160062
2024-01-29,72826.5703125,73609.65171370968,71945.60373613912,72239.25926159274,13976521
2024-01-30,72728.6875,73707.53928331089,72141.37643001345,73413.88374831763,12244418
2024-01-31,71162.53125,72435.0386863824,70966.76087517194,71847.72756189821,15703560
2024-02-01,72043.5,72630.81114130435,71358.30366847826,71456.18885869565,19881033
2024-02-02,73609.6640625,73609.6640625,72141.3861889129,72435.04176363032,14955881
2024-02-05,72728.6875,73218.11339165545,71945.60607335127,72630.8023216689,19026021
2024-02-06,72826.5703125,73120.22583795364,71749.8333858367,72728.68513734879,14559254
2024-02-07,73413.890625,73903.3165625,72728.6943125,73022.349875,16566445
2024-02-08,72532.921875,73609.6589068826,72043.495951417,73413.8885374494,20810708
2024-02-09,72532.921875,73609.6589068826,72043.495951417,73413.8885374494,20810708
2024-02-12,72532.921875,73609.6589068826,72043.495951417,73413.8885374494,20810708
2024-02-13,73609.6640625,73609.6640625,72826.58252992021,73218.1232962101,21966745
2024-02-14,72435.0390625,72728.6946262669,72141.3834987331,72141.3834987331,12434945
2024-02-15,71651.9609375,72826.58324795082,71456.19055242487,72630.81286287568,14120600
2024-02-16,71260.4140625,71847.72516741071,70966.75851004464,71749.83998325892,13444781
2024-02-19,72239.265625,72337.15080877372,71260.41378726288,71260.41378726288,12726404
2024-02-20,71749.84375,72141.38450716235,71260.41780354707,72141.38450716235,14681477
2024-02-21,71456.1796875,72141.37593107877,71358.29450984589,71847.72039811643,11503495
2024-02-22,71554.0625,72337.14389534884,71162.52180232557,72239.25872093023,15208934
2024-02-23,71358.296875,72630.80422668038,71358.296875,72043.49314128944,16225166
2024-02-26,71260.4140625,71651.95479910714,70673.10295758928,70770.98814174107,14669352
2024-02-27,71358.296875,71847.72277949245,71162.52651320302,71554.06723679698,13201981
2024-02-28,71651.9609375,72337.15728526298,71260.42016734973,71358.3053598873,11795859
2024-02-29,71847.7265625,71847.7265625,70477.33395776566,71064.64507408038,21176403
2024-03-01,71847.7265625,71847.7265625,70477.33395776566,71064.64507408038,21176403
2024-03-04,73316.0078125,73413.8930031709,72435.04109646195,72728.69666847463,23210474
2024-03-05,72141.3828125,73218.11986940299,72141.3828125,73022.34949542063,19505125
2024-03-06,71358.296875,71945.60796039095,71162.52651320302,71651.95241769547,21547905
2024-03-07,70673.1015625,71749.83856691483,70673.1015625,71554.06820247577,14516963
2024-03-08,71749.84375,71847.72893929058,71064.6474249659,71260.41780354707,19271349
2024-03-11,70868.875,71554.07130524862,70770.98981353591,71358.30093232045,9740504
2024-03-12,71749.84375,71945.61412858118,70575.22147851296,71064.6474249659,13011654
2024-03-13,72532.921875,72532.921875,71945.61076670041,72141.38113613361,15243134
2024-03-14,72728.6875,72924.45785666218,72043.49125168237,72826.57267833108,22545539
2024-03-15,70770.9921875,72141.38484396611,70770.9921875,71847.72927472337,22580555
2024-03-18,71260.4140625,71456.18443080357,70966.75851004464,71064.64369419642,11520348
2024-03-19,71260.4140625,71456.18443080357,70183.67703683036,70770.98814174107,15376066
2024-03-20,75273.7109375,75567.36650682705,71847.7292953511,72141.38486467816,50106297
2024-03-21,77622.9453125,77622.9453125,76056.78248147856,77525.06013556116,44569799
2024-03-22,77231.4140625,78210.26595175856,76154.67698431559,77916.61038498099,26724761
2024-03-25,76546.21875,78112.38179347826,76154.67798913043,77916.61141304347,18703996
2024-03-26,78210.265625,78406.03600203378,77525.06930538172,78014.4952479662,30551494
2024-03-27,78112.375,78308.14536340852,77525.06390977443,77525.06390977443,17424595
2024-03-28,79450.6484375,79647.3084583849,77877.36827042079,78074.0282913057,25084812
2024-03-29,81023.9296875,81122.25969925668,79548.97951114988,79843.9695464199,27126366
2024-04-01,80630.6171875,81908.90745998475,80630.6171875,81810.57743902439,20116513
2024-04-02,83580.5078125,83580.5078125,81515.5776194853,81515.5776194853,37077944
2024-04-03,82695.53125,83580.50126337694,82105.55124108204,82892.19125297265,30493347
2024-04-04,83875.5,84072.16002344666,82892.19988276671,83777.16998827667,25248934
2024-04-05,83088.859375,83580.50943047336,82400.54929733727,83088.859375,18883752
2024-04-08,83088.859375,84563.80954142011,83088.859375,83777.16945266273,18953232
2024-04-09,82203.8984375,83482.18872420753,81712.24832722788,83088.86863598983,23725956
2024-04-10,82203.8984375,83482.18872420753,81712.24832722788,83088.86863598983,23725956
2024-04-11,82695.53125,83285.51125891795,81122.25122621878,81810.56123662306,25538009
2024-04-12,82302.21875,83482.17887544804,81810.56869772999,83285.51885454003,17061770
2024-04-15,80827.265625,81810.56569343066,79843.96555656935,81515.57567290147,26663772
2024-04-16,78664.015625,79942.30587890625,78074.0355078125,79843.975859375,31949845
2024-04-17,77582.3828125,79450.65312103929,77582.3828125,79352.32310480038,22611631
2024-04-18,78270.6875,78762.33754711055,76992.39737751256,77484.04742462312,21370190
2024-04-19,76304.09375,77385.72394490978,75025.80351965207,76992.4038740335,31317563
2024-04-22,74829.1328125,76205.75286424113,73845.83277554205,76107.42286054534,30469477
2024-04-23,74239.15625,75517.44635761589,74239.15625,75124.12632450332,18717699
2024-04-24,77287.390625,77484.05065203563,75910.77043575064,76205.76047630407,22166150
2024-04-25,75025.8046875,76205.76491849608,75025.8046875,76009.10487999672,15549134
2024-04-26,75419.1171875,76599.07729995111,75222.45716875815,76500.74729058018,12755629
2024-04-29,75419.1171875,76304.08727183833,74927.46714064537,76107.42725309648,14664474
2024-04-30,76205.7578125,77189.05791330645,75320.78772177419,75714.10776209677,19007007
2024-05-01,76205.7578125,77189.05791330645,75320.78772177419,75714.10776209677,19007007
2024-05-02,76697.40625,77287.38629807692,76009.09619391026,76304.08621794872,18900640
2024-05-03,76304.09375,77680.713998067,76205.76373228093,77680.713998067,13151889
2024-05-06,76304.09375,77680.713998067,76205.76373228093,77680.713998067,13151889
2024-05-07,79942.3046875,79942.3046875,78074.0343442497,78270.6943803813,26238868
2024-05-08,79942.3046875,80040.63470556581,79155.66454297355,79450.65459717097,13089576
2024-05-09,78369.015625,80138.95575203889,78369.015625,79745.63572380804,18759935
2024-05-10,77877.3671875,79745.63735992741,77582.37716027463,79057.32729640152,16976124
2024-05-13,77090.7265625,78565.67668805804,76304.08649553571,78074.02664620536,18652344
2024-05-14,76992.3984375,77484.0484913793,76599.07839439655,77287.38846982758,11763992
2024-05-15,76992.3984375,77484.0484913793,76599.07839439655,77287.38846982758,11763992
2024-05-16,76894.0703125,78959.00058943414,76795.74029931266,78860.6705762468,20989778
2024-05-17,76107.421875,77484.04190891473,75910.76187015504,77287.38190406977,15918201
2024-05-20,77582.3828125,77779.04284497783,76599.0826501109,76795.74268258872,19456783
2024-05-21,77090.7265625,77680.70661272321,76894.06654575893,77189.05657087054,13690583
2024-05-22,76402.421875,77385.7220278314,76009.10181386744,76795.74193613256,19521506
2024-05-23,76992.3984375,77779.0385237069,75812.43830818965,76402.41837284483,18728087
2024-05-24,74632.4765625,75714.10665760869,74435.8165452075,75517.44664031621,27891278
2024-05-27,75910.765625,76894.0656978627,72764.20539183938,74042.49548656087,43825202
2024-05-28,76304.09375,76697.41382087629,74927.47350193298,75222.4635550902,18539072
2024-05-29,73944.171875,76894.0723487367,73944.171875,76402.42226978058,30244875
2024-05-30,72272.5546875,73944.16479591836,72272.5546875,73550.84477040816,28551273
2024-05-31,72272.5546875,73452.51476403061,72272.5546875,73255.8547512755,26198776
2024-06-03,74435.828125,75124.13829260238,72960.87776585206,73157.53781373844,15706268
2024-06-04,74042.5,74829.1401062417,73649.17994687914,73649.17994687914,14098053
2024-06-05,76107.421875,76697.40188953489,75517.44186046511,76697.40188953489,23177968
2024-06-06,76107.421875,76697.40188953489,75517.44186046511,76697.40188953489,23177968
2024-06-07,76009.1015625,77287.39175695342,75812.44153258408,77090.73172703752,21189349
2024-06-10,74435.828125,75320.79834048878,74337.4981010568,74829.14822077278,14598755
2024-06-11,73944.171875,74730.81200132979,73845.84185920877,74632.48198553856,16971175
2024-06-12,75222.4609375,75812.44102328432,73944.170751634,74042.50076593137,19246725
2024-06-13,77287.390625,77680.71067907126,76500.75051685752,77090.73059796439,33763804
2024-06-14,78270.6875,79155.657584799,77680.70744346734,78369.0175094221,22926612
2024-06-17,76795.7421875,78172.3624059699,76697.412171895,77877.37235915492,16123051
2024-06-18,78467.34375,78860.66376879699,77287.38369360902,77385.71369830827,18207598
2024-06-19,79843.96875,81122.2588900862,79155.65867456896,79745.63873922413,24168863
2024-06-20,80237.2890625,80827.26912913602,79843.96901807598,80138.95905139399,20288913
2024-06-21,78664.015625,79450.65578125,78664.015625,79352.32576171875,17907523
2024-06-24,79253.9921875,79548.9822328629,78172.36202116935,78369.02205141129,15454227
2024-06-25,79450.6484375,80433.9485419245,78762.33836440285,79253.9884166151,19088458
2024-06-26,79942.3046875,80040.63470556581,78565.68443457872,78762.34447071033,17783242
2024-06-27,80595.1640625,80595.1640625,79508.70964499081,80298.85831227023,11739720
2024-06-28,80496.390625,80891.46493481594,79805.01058282208,80891.46493481594,9455929
2024-07-01,80792.6953125,81089.00104102996,80298.85243161675,80496.38958397006,11317202
2024-07-02,80792.6953125,81582.8439219132,80496.38958397006,81484.07534573655,14471904
2024-07-03,80792.6953125,81286.53819338325,80002.5467030868,81286.53819338325,11440328
2024-07-04,83558.21875,83656.98733008275,81385.30998817967,81879.15288859338,43857229
2024-07-05,86027.4375,86027.4375,84150.83438576349,84545.90872560276,45791193
2024-07-08,86323.7421875,87508.96519236271,85829.89926880722,86817.5851061928,24035809
2024-07-09,86718.8125,87113.8868166287,85829.89528758542,86718.8125,21336201
2024-07-10,86718.8125,86916.34965831434,86027.43244589977,86521.27534168564,17813847
2024-07-11,86521.2734375,87706.49636130137,85632.35624464897,87410.19063035103,24677608
2024-07-12,83360.6796875,85039.74551058946,83064.37395401363,84842.20835493188,26344386
2024-07-15,85632.359375,86224.97085856402,83064.37627955595,83656.98776311995,25193080
2024-07-16,86620.046875,86916.35262257697,85632.36104974344,85829.89821479475,16166688
2024-07-17,85632.359375,86916.35092272203,85336.05363321799,86027.43369737601,18186490
2024-07-18,85829.890625,85829.890625,82768.06483745686,82768.06483745686,24721790
2024-07-19,83360.6796875,85039.74551058946,83064.37395401363,84545.9026214455,18569122
2024-07-22,81977.921875,83854.52490587349,81582.84755271084,83360.68200301204,18987560
2024-07-23,82866.8359375,83656.98455192194,82372.9930534863,83163.14166790822,15766389
2024-07-24,80990.234375,82274.22589557926,80891.4657964939,81879.15158155488,16939083
2024-07-25,79409.9375,80002.54897388059,79113.6317630597,79409.9375,20323811
2024-07-26,79903.78125,80298.85557014833,79409.93834981459,79706.24408992584,14508334
2024-07-29,80200.0859375,80990.2345674261,80101.31735875923,80595.16025246306,12797136
2024-07-30,80002.5546875,80002.5546875,79014.86882716049,79409.9431712963,13169636
2024-07-31,82866.8359375,82866.8359375,79903.77863341777,80200.08436382598,20744323
2024-08-01,82076.6875,85039.74481046932,82076.6875,84940.97623345366,20900338
2024-08-02,78619.7890625,80397.62348853644,78521.02048327576,80002.54917163945,25800275
2024-08-05,70520.765625,75953.03748686975,69335.54267331933,75755.50032825631,54608790
2024-08-06,71607.21875,74372.73892241379,71409.68159482759,73977.66461206897,47295226
2024-08-07,73780.125,75064.11646586345,71903.52208835342,72101.0592369478,32710428
2024-08-08,72496.140625,72989.98354478883,71607.22336938011,72298.60345708446,28414729
2024-08-09,73780.125,74866.57931726908,73286.28212851407,74767.8107429719,16388222
2024-08-12,74570.28125,74965.35558774834,73878.9011589404,74273.97549668874,9839259
2024-08-13,75162.8828125,75656.72566934954,74570.27138428055,75557.95709797964,10716261
2024-08-14,76249.34375,76841.95522992229,76051.80659002591,76446.88090997409,13246168
2024-08-15,76249.34375,76841.95522992229,76051.80659002591,76446.88090997409,13246168
2024-08-16,79212.3984375,79212.3984375,77730.86978841957,78422.2498246571,22061478
2024-08-19,77335.796875,79113.63128591955,77039.49113984675,79113.63128591955,14146565
2024-08-20,77928.40625,78817.32343155894,77730.86909854246,78521.01770437261,10683836
2024-08-21,77335.796875,77632.10261015326,76841.95398307791,76940.72256146233,7805598
2024-08-22,77335.796875,77928.40834530651,76841.95398307791,77730.87118853768,8149101
2024-08-23,76743.1796875,77434.55968468467,76545.64254544723,76743.1796875,9420306
2024-08-26,75162.8828125,77237.02281126808,75064.1142411301,77138.25423989816,15655938
2024-08-27,74866.578125,75557.95813406992,74669.04097955146,74767.80955227572,11130145
2024-08-28,75459.1953125,75459.1953125,74471.50950998037,74866.58383098822,9794514
2024-08-29,73088.75,73780.13006756757,72594.9070945946,72693.67567567568,16884479
2024-08-30,73385.0546875,74076.43474512112,73187.51752817967,73483.82326716016,16358520
2024-09-02,73483.8203125,73780.12603956653,72594.90313130041,73582.58888818884,12641376
2024-09-03,71607.21875,73385.05314655173,71607.21875,73187.5159913793,16314599
2024-09-04,69138.0,70224.45428571428,68940.46285714286,68940.46285714286,27366563
2024-09-05,68150.3203125,70323.22907608695,68150.3203125,69236.77469429348,25686769
2024-09-06,68051.5546875,68841.70336311685,67162.63742743107,68249.09185640421,19022299
2024-09-09,66668.7890625,67360.16909722221,65779.871875,66076.17760416666,23263298
2024-09-10,65384.796875,66471.25120373866,65187.25972432024,66174.94547771903,30651376
2024-09-11,64100.80859375,64693.42007535631,63409.42853187596,64298.34575428544,35809707
2024-09-12,65483.5703125,65779.87606052036,64397.11590309201,65187.264564479636,35884106
2024-09-13,63606.96875,64693.42318517081,63508.200164984475,64199.58026009317,25045135
2024-09-16,63606.96875,64693.42318517081,63508.200164984475,64199.58026009317,25045135
2024-09-17,63606.96875,64693.42318517081,63508.200164984475,64199.58026009317,25045135
2024-09-18,63606.96875,64693.42318517081,63508.200164984475,64199.58026009317,25045135
2024-09-19,62322.97265625,63606.964168977815,61434.05545513075,63211.88985736926,49402713
2024-09-20,62224.20703125,63903.27293526786,62224.20703125,63014.35569196429,32746056
2024-09-23,61829.12890625,62718.046094998004,61434.054600139774,61532.82317666733,28542376
2024-09-24,62421.7421875,62619.2793463212,61631.59355221519,62026.66786985759,26957500
2024-09-25,61434.05859375,63409.43025271303,61434.05859375,63014.35592092042,28652438
2024-09-26,63903.26953125,64100.80668590611,62915.58375796948,63113.120912625585,37566015
2024-09-27,63765.2109375,64957.084039135516,63765.2109375,64261.82472984813,28433030
2024-09-30,61083.49609375,63864.53331427846,61083.49609375,63765.210556402446,32694163
2024-10-01,61083.49609375,63864.53331427846,61083.49609375,63765.210556402446,32694163
2024-10-02,60884.8515625,61480.78811939233,59494.332929751225,60090.269486643556,28473536
2024-10-03,60884.8515625,61480.78811939233,59494.332929751225,60090.269486643556,28473536
2024-10-04,60189.59375,61282.14413160066,60090.2709880363,60586.884797854786,24247578
2024-10-07,60586.8828125,61480.78764088114,59097.04143186475,59792.300742827865,35066533
2024-10-08,59891.625,60586.88432835821,59494.33395522388,59593.656716417914,27411786
2024-10-09,59891.625,60586.88432835821,59494.33395522388,59593.656716417914,27411786
2024-10-10,58501.10546875,59792.30134497029,58501.10546875,59692.97858526104,45262214
2024-10-11,58898.3984375,59692.980541209945,58600.430148608764,58699.75291157251,29623969
2024-10-14,58898.3984375,60785.530933811126,58997.72120046374,59097.04396342749,20886249
2024-10-15,60586.8828125,60984.17384733606,59692.97798411885,60686.205571209015,22715239
2024-10-16,59097.04296875,59593.65677521008,58799.07468487395,58997.72020745798,23303268
2024-10-17,59295.6875,59692.97853852596,58699.75094221105,58997.71922110553,23372873
2024-10-18,58799.07421875,59692.97906329181,58699.75145824535,59494.33354228252,14420260
2024-10-21,58600.4296875,59196.366260593226,58103.81587658899,58600.4296875,18514905
2024-10-22,57309.234375,58501.107533578856,57309.234375,58401.78477036395,27582527
2024-10-23,58699.75,59593.654822335026,56713.2948392555,57110.5858714044,27300780
2024-10-24,56216.68359375,58103.81608187941,56216.68359375,57805.84779428003,31499922
2024-10-25,55521.421875,56514.649457737025,55422.0991167263,55620.7446332737,25829315
2024-10-28,57706.5234375,58103.814476656626,55322.77720256024,55322.77720256024,27775009
2024-10-29,59196.36328125,59196.36328125,56911.93986603397,57607.199166317114,28369314
2024-10-30,58699.75,59395.009306260574,58203.13620981388,58699.75,19838511
2024-10-31,58799.07421875,60785.52942884291,57905.16937420819,58103.81489521748,35809196
2024-11-01,57905.16796875,59196.36382397084,57706.522452562174,58600.427275407375,19083180
2024-11-04,58302.4609375,58997.720267248726,58004.49265332198,58203.13817610733,15586947
2024-11-05,57209.91015625,57706.52395968967,56812.619113498266,57408.55567762587,17484474
2024-11-06,56911.94140625,57607.20072534904,55918.71380753708,57209.90968586387,22092218
2024-11-07,56911.94140625,57706.52348522033,56415.32760689354,56514.65036676483,17043102
2024-11-08,56613.97265625,57905.16852384868,56613.97265625,57607.20024671053,13877396
2024-11-11,54627.51953125,56415.32926136364,54627.51953125,56316.00649857955,29811326
2024-11-12,52641.0625,54230.2266509434,52641.0625,54230.2266509434,37962881
2024-11-13,50257.31640625,52641.06263895751,50157.993646553856,51647.83504199605,52527995
2024-11-14,49562.05859375,51449.19108529559,49562.05859375,49860.02688188878,48510715
2024-11-15,53137.67578125,53832.93509053739,49959.34751022197,49959.34751022197,46774485
2024-11-18,56316.00390625,57110.58597194665,55521.421840553354,56613.972180886245,48095234
2024-11-19,55918.71484375,57110.58798429174,55521.42379690275,56117.36036717363,31539632
2024-11-20,54925.48828125,56117.36144467676,54428.87446315552,55720.070390201174,20864667
2024-11-21,56018.03515625,56514.64894309619,54329.548280972966,54528.193795711435,19096850
2024-11-22,55620.74609375,56316.00541992187,55521.423332868304,55620.74609375,15281543
2024-11-25,57507.87890625,57507.87890625,56316.00576829663,57011.26509876943,36237325
2024-11-26,57905.16796875,58501.10451731346,57110.58590399871,57507.876936374356,23209405
2024-11-27,55918.71484375,57408.55626942718,55620.74655861456,57309.23350771536,21808387
2024-11-28,55124.1328125,56018.03766891892,54826.164527027024,55620.74662162162,20001134
2024-11-29,53832.9375,54925.48789206642,53435.64644833948,54726.84236623616,24513531
2024-12-02,53237.0,54031.58208955224,52740.38619402985,53932.25932835821,22044867
2024-12-03,53237.0,54031.58208955224,52740.38619402985,52740.38619402985,23374603
2024-12-04,52740.38671875,53038.35500529661,51647.83633474576,51647.83633474576,29004766
2024-12-05,53336.3203125,54031.57960893855,52839.70652932961,52839.70652932961,23588277
2024-12-06,53733.61328125,54031.581561922365,52343.09463811229,53534.96776080176,22861874
2024-12-09,53038.35546875,54230.22862535113,52839.70994264981,53137.67823180009,26227680
2024-12-10,53634.2890625,54130.902850115745,53336.320789930556,54130.902850115745,20783970
2024-12-11,53634.2890625,53832.9345775463,53038.35251736111,53236.99803240741,14565947
2024-12-12,55521.421875,56117.35842464222,53534.966709525936,53634.28946779964,33476698
2024-12-13,55720.0703125,55918.71583946079,55124.13373161765,55422.102022058825,15908823
2024-12-16,55223.453125,56216.68069919065,54826.162095323736,55918.71242693345,15277277
2024-12-17,53832.9375,54826.16512915129,53634.29197416974,54329.55131457564,20215230
2024-12-18,54528.1953125,55024.80911316029,53634.29047131148,53733.61323144353,13698937
2024-12-19,52740.38671875,53435.64605402543,52740.38671875,53137.67776747882,22481925
2024-12-20,52641.0625,52740.38525943396,51548.512146226414,52343.09422169811,24674774
2024-12-23,53137.67578125,53634.28957359813,52939.03026431075,53038.35302278038,13672650
2024-12-24,54031.58203125,54130.904792336856,53236.99994255514,53336.322703642,11634677
2024-12-25,54031.58203125,54130.904792336856,53236.99994255514,53336.322703642,11634677
2024-12-26,53237.0,54230.227611940296,53137.67723880597,54130.90485074627,10517075
2024-12-27,53700.0,54100.0,53200.0,53500.0,10747196
2024-12-30,53200.0,54000.0,53100.0,53300.0,12624702
2024-12-31,53200.0,54000.0,53100.0,53300.0,12624702
2025-01-01,53200.0,54000.0,53100.0,53300.0,12624702
2025-01-02,53400.0,53600.0,52300.0,52700.0,16630538
2025-01-03,54400.0,55100.0,52800.0,52800.0,19318046
2025-01-06,55900.0,56200.0,54300.0,54400.0,19034284
2025-01-07,55400.0,57300.0,55400.0,56800.0,17030235
2025-01-08,57300.0,57500.0,54700.0,54800.0,26593553
2025-01-09,56100.0,57700.0,56100.0,57600.0,24490592
2025-01-10,55300.0,56500.0,55200.0,56100.0,16059223
2025-01-13,54100.0,55000.0,54100.0,54600.0,16868600
2025-01-14,53900.0,54600.0,53700.0,54200.0,17465926
2025-01-15,53700.0,54700.0,53500.0,54100.0,18625025
2025-01-16,54300.0,55000.0,54100.0,54200.0,18627298
2025-01-17,53700.0,54100.0,53200.0,53800.0,18805344
2025-01-20,53400.0,53900.0,53300.0,53600.0,11822531
2025-01-21,53500.0,54300.0,53300.0,53700.0,13535702
2025-01-22,54300.0,54400.0,53100.0,53400.0,18341991
2025-01-23,53700.0,54100.0,53500.0,53700.0,15588067
2025-01-24,53700.0,53800.0,53200.0,53600.0,11867631
2025-01-27,53700.0,53800.0,53200.0,53600.0,11867631
2025-01-28,53700.0,53800.0,53200.0,53600.0,11867631
2025-01-29,53700.0,53800.0,53200.0,53600.0,11867631
2025-01-30,53700.0,53800.0,53200.0,53600.0,11867631
2025-01-31,52400.0,53000.0,51700.0,52200.0,42186279
2025-02-03,51000.0,51400.0,50800.0,51100.0,32344897
2025-02-04,52700.0,53600.0,51500.0,51600.0,27214851
2025-02-05,52900.0,53800.0,52800.0,53600.0,15974885
2025-02-06,54000.0,54000.0,53200.0,53400.0,16466025
2025-02-07,53700.0,54200.0,53600.0,53900.0,14476866
2025-02-10,55600.0,55900.0,52900.0,53000.0,27577591
2025-02-11,55700.0,56300.0,55000.0,55500.0,24596196
2025-02-12,55800.0,55900.0,54500.0,55100.0,26428596
2025-02-13,55800.0,56400.0,55600.0,56100.0,22448377
2025-02-14,56000.0,57300.0,56000.0,56000.0,23979779
2025-02-17,56000.0,56500.0,55700.0,56100.0,11916027
2025-02-18,56900.0,57200.0,55900.0,56200.0,22131007
2025-02-19,58700.0,58900.0,57300.0,57400.0,25395151
2025-02-20,58400.0,59100.0,58100.0,59100.0,21589059
2025-02-21,58200.0,58500.0,57100.0,58400.0,22198428
2025-02-24,57300.0,57700.0,57200.0,57300.0,14138471
2025-02-25,57200.0,57800.0,56500.0,56600.0,14625181
2025-02-26,56600.0,57100.0,56100.0,57000.0,18117091
2025-02-27,56300.0,57100.0,56200.0,56500.0,14975356
2025-02-28,54500.0,55700.0,54500.0,55400.0,28036698
2025-03-03,54500.0,55700.0,54500.0,55400.0,28036698
2025-03-04,54500.0,55000.0,53800.0,53900.0,18553933
2025-03-05,54000.0,55400.0,54000.0,55100.0,16578817
2025-03-06,54300.0,54500.0,54000.0,54100.0,12258101
2025-03-07,53700.0,54200.0,53400.0,53500.0,14274992
